4ac2a3496a2f1cbb18bacd33aeee2e564736631f	96	99.762	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
052339822cc0f5f237ddb5e589363552fa5cd585	31	99.762	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
c33218c543e2cbdd2253b617df4d19897661901f	21	100.000	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941239.1	N/A
2f458d59b2c8cd71936f2d0d579af41734d8de64	19	98.253	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
cdbb6baa1eea0734965772b3bff462fce5e5ebc3	11	99.287	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
98617f1b5dfc18f4c586b4e2be04a574b16bde65	10	98.462	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
21d81812db0d98ccbe656202912be5ad716875c9	9	98.039	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
d0aa844f8247c533ad2541fa03d4f2a9600c480c	9	98.575	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941174.1	N/A
eff60525ad8736db16447babb743c97d919615d9	9	98.812	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941234.1	N/A
5732a2343377aad498b041b1ea3c32076cf1129b	8	98.681	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
22f92113ef2b5b5e711debd2f9cf3659da9781c3	7	98.035	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
112170cc6b5da64b9092f2b19a45d7a905e89532	5	99.762	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941204.1	N/A
2b4492f86a894b30adfdb2d6ff9bd2d4825c48ba	4	98.908	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
40c71cb7bfc4bfb9bbc62ce64549951890f5b7f6	4	98.230	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
122559eb821315a7b735f6c57d3024e352d8e059	2	98.472	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941204.1	N/A
6020b11379293c591e6c71dcd13c946b1547aea1	2	98.475	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
74d8ebc374e6aced18fa9616ec3a4a57bb251d87	2	98.341	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	MN620037.1	N/A
cbe4cd940a7ff68647434e2506ce72a3b2986fa5	2	97.807	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941196.1	N/A
da5863f2e6743b897eae80106acddc4ddc83698d	2	98.475	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
005989889d9155c62e3b67637b52041cb4ec033c	1	98.035	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
014b6b5f115012e5e9ccd205015ec72a9113b06a	1	97.821	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
0282ee416d57ea71150fccad11243d2a18ae8810	1	97.149	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	MN620037.1	N/A
028ae3b7fd754d98c4761eb03afea0d060ff71d7	1	97.598	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941196.1	N/A
03007158e5557a4bcbd284287ed8989c6a9a6c9a	1	98.879	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
049e548505f9a08d1bf9a92166ca607a7b08ad83	1	97.788	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941234.1	N/A
0522132d4d22b9bbe23ab7e70fb5f5727d172416	1	98.026	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
05485264971d4402da5aff5e9740116b816e4c6b	1	97.603	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
0984cb8b26699610d39c28792b584c781306b060	1	99.050	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
0a2190543324eac462415943fe8355b235394288	1	98.655	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
0f9e64e61e0ca817d31c4dc5f9b2b1a4ef847fd8	1	98.911	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
107d0d49cc23d54cb17a395367a8b1ff5a84156e	1	98.472	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941204.1	N/A
144a3b97e224b96cd5fb568a8a3d17dae5523abc	1	98.879	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
16771e084a4aeca5acad57c398884fc6af4053c7	1	98.658	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
16c6a5d4310f46b087d6910a95b569cdb6c09504	1	98.035	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
17314ef23c157b0e98942b3842b08faa408f934e	1	98.575	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
19e8d31e65399e8f02fb5644ebfa79f66a7bd5ad	1	96.903	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
1aab2f228da57c58ebe355d20d65e7e776dd109b	1	97.598	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941196.1	N/A
1c6fb24e0884870b76c5ed18322f61fc13a158ae	1	97.566	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
1da6c1f8531e71248c17c6b4573ab95aa76aed4d	1	97.582	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	MN620037.1	N/A
1ffc525887503063e94e3d88b2f654d5327a382b	1	97.168	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941196.1	N/A
203a1d6d8a2fe66ecd6fc113ba0a14eaaee678df	1	98.693	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
20722900690d44df10e3d0655dd878d8987bf885	1	99.105	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
229bb5bb593cacf1d38caa9bdc0f07bb65525fca	1	95.078	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
2365b41576dae5c980d69286c2e5fb6c3537a1ee	1	97.862	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
244a4acaaa28c2a7d5e886130e93954b777a426a	1	98.333	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
25a2594660850c10d691c3f0c5d2f404acef1735	1	96.386	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
26abf1582d08ae7ed92609cb06018a1cf8c1b47d	1	98.434	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
290a1100098164237921cd8e4916f6c6250d7e5e	1	97.380	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
2a576f1278711a99732dfd77a97a478068677cc4	1	99.050	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
2a97f4bc2faf18c7af400dfdfdcd3dafa63d0930	1	98.035	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
2b77110dddde99eef7476dd30c47954b3d747f3d	1	95.249	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
2e32c050eaebf4e184b8a711dfaa0a7d83ac7a70	1	99.048	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941174.1	N/A
3001bc7136c185f3f3eb129edfc44d4056dff790	1	98.908	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
34b1ae94986844e8abf02947f3252072b3e0a002	1	96.070	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
34fc8d443f08452459f722200400a97140d5b1e6	1	97.773	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
37c60295035d3876ca15355404c8a6ae82cb9093	1	99.050	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
3b77f4de63187551f4ac127903654b30ecd43df5	1	98.035	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
3d6d0c5ee0a5c32f455e9fb59db3efe732dab217	1	97.149	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	MN620037.1	N/A
3dfd00641fba2049c3d06e42807594b5b2fb70dc	1	98.690	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
41c7c3400f802af2a7ae96cc3aac018601689835	1	98.472	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
44a09b3801d046a6cecbd2b83dc0d72e8556b419	1	98.009	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941234.1	N/A
4518d3b026f302390b8f2fd309f4c8e7df4efa53	1	97.802	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+cognatus	KP941320.1	N/A
4cf9e088ca01f0503cf4b1c523af37101c8e7de0	1	98.257	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
4e66f14d10b08a6a18829938081207c0f1723364	1	99.287	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
554f94b3007e83b73c24b7cc2eca433c9895045e	1	97.598	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941196.1	N/A
560f5de9cc1c13768fbc819b9bc4d27263700b5c	1	99.287	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941204.1	N/A
56ef032d7819067a20e16342d3b5a0a5e23f1ca7	1	98.022	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
5846c0ccf80e4edddf63e143ed435436e19c3abf	1	99.109	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941221.1	N/A
58f865fe990e7a6f24c984000e6ac5e6dd6fad0c	1	97.817	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
5afea3b3acdc8f752e165785c41474684448b5e6	1	98.658	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
5bb68bff268df05d4265cdd444faff9d18223195	1	98.100	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941297.1	N/A
5bfb5729773ec8fd455d23512994c3475c0a178e	1	96.507	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+affinis	KP941207.1	N/A
5c32baacc3a5ebc2561f5dd7f0717849652062d5	1	98.876	Eukaryota|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus+volvulus	KP941172.1	N/A
